date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,meals,uid,airline_source,page_date_verified,scraped_at
15/3/2026,Sunday,BKK,arrival,00:00,9C8755,Spring Airlines,5h 5m,19:55 - 00:00,"1809 miles, 2911 km",Airbus A320,180,,Meal (none specific),260315_9C8755_19550000,text,True,2026-02-14T16:11:16.831591
15/3/2026,Sunday,BKK,arrival,00:05,MU2071,China Eastern,5h 10m,19:55 - 00:05,"2034 miles, 3273 km",Airbus A320neo,158,,Meal (none specific),260315_MU2071_19550005,text,True,2026-02-14T16:11:17.091679
15/3/2026,Sunday,BKK,arrival,00:10,3U3937,Sichuan Airlines,3h 20m,21:50 - 00:10,"1178 miles, 1895 km",Airbus A320,165,CZ 1532,Meal (none specific),260315_3U3937_21500010,text,True,2026-02-14T16:11:17.340678
15/3/2026,Sunday,BKK,arrival,00:10,CA979,Air China,5h 10m,20:00 - 00:10,"2073 miles, 3335 km",Airbus A330-300,302,,Meal (none specific),260315_CA979_20000010,text,True,2026-02-14T16:11:17.595721
15/3/2026,Sunday,BKK,arrival,00:10,FD4103,Thai AirAsia,1h 20m,22:50 - 00:10,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_FD4103_22500010,text,True,2026-02-14T16:11:17.833569
15/3/2026,Sunday,BKK,arrival,00:10,TW101,T´Way Air,6h 20m,19:50 - 00:10,"2291 miles, 3686 km",Boeing 737-800 Passenger,189,H1 5850,Meal (none specific),260315_TW101_19500010,text,True,2026-02-14T16:11:18.088016
15/3/2026,Sunday,BKK,arrival,00:15,CX617,Cathay Pacific,3h 5m,22:10 - 00:15,"1055 miles, 1697 km",Airbus A330-300,286,AA 8919 /AC 9763 /AY 5129 /OM 5635 /PG 4570 /QR 3452,Meal (none specific),260315_CX617_22100015,text,True,2026-02-14T16:11:18.332175
15/3/2026,Sunday,BKK,arrival,00:20,NH805,ANA,7h 25m,18:55 - 00:20,"2905 miles, 4674 km",Boeing 787-9,324,UA 7971 /AC 6251 /ET 1411 /TG 6005,Meal (none specific),260315_NH805_18550020,text,True,2026-02-14T16:11:18.581049
15/3/2026,Sunday,BKK,arrival,00:25,HX779,Hong Kong Airlines,3h 20m,22:05 - 00:25,"1055 miles, 1697 km",Airbus A330-300,293,,Meal (none specific),260315_HX779_22050025,text,True,2026-02-14T16:11:18.829542
15/3/2026,Sunday,BKK,arrival,00:35,ET629,Ethiopian,3h 45m,20:50 - 00:35,"1434 miles, 2307 km",Boeing 787-9,315,,Meal (none specific),260315_ET629_20500035,text,True,2026-02-14T16:11:19.091825
15/3/2026,Sunday,BKK,arrival,00:45,KE659,Korean Air,6h 10m,20:35 - 00:45,"2291 miles, 3686 km",Boeing 787-10,325,HA 6011 /DL 7917,Meal (none specific),260315_KE659_20350045,text,True,2026-02-14T16:11:19.353221
15/3/2026,Sunday,BKK,arrival,00:45,MF843,XiamenAir,3h 30m,22:15 - 00:45,"1365 miles, 2196 km",Boeing 737-800 Passenger,172,PG 4264,Meal (none specific),260315_MF843_22150045,text,True,2026-02-14T16:11:19.597842
15/3/2026,Sunday,BKK,arrival,00:50,HO1357,Juneyao Airlines,4h 50m,21:00 - 00:50,"1809 miles, 2911 km",Airbus A320,159,MU 3975,Meal (none specific),260315_HO1357_21000050,text,True,2026-02-14T16:11:19.827624
15/3/2026,Sunday,BKK,arrival,00:55,FM849,Shanghai Airlines,4h 50m,21:05 - 00:55,"1809 miles, 2911 km",Boeing 737-500 (winglets) Passenger,166,MU 8351,Meal (none specific),260315_FM849_21050055,text,True,2026-02-14T16:11:20.072650
15/3/2026,Sunday,BKK,arrival,00:55,KE655,Korean Air,6h 5m,20:50 - 00:55,"2291 miles, 3686 km",Airbus A321neo,182,WS 6078 /DL 7921,Meal (none specific),260315_KE655_20500055,text,True,2026-02-14T16:11:20.311145
15/3/2026,Sunday,BKK,arrival,01:05,CZ3035,China Southern,3h 5m,23:00 - 01:05,"1066 miles, 1715 km",Boeing 737-800 Passenger,172,3U 7071,Meal (none specific),260315_CZ3035_23000105,text,True,2026-02-14T16:11:20.560715
15/3/2026,Sunday,BKK,arrival,01:10,EK371,Emirates,1h 20m,23:50 - 01:10,"235 miles, 378 km",Boeing 777-300ER,355,QF 8371,Meal (none specific),260315_EK371_23500110,text,True,2026-02-14T16:11:20.818537
15/3/2026,Sunday,BKK,arrival,01:20,8M390,MAI,1h 20m,23:30 - 01:20,"381 miles, 613 km",Airbus A319,134,,Meal (none specific),260315_8M390_23300120,text,True,2026-02-14T16:11:21.057611
15/3/2026,Sunday,BKK,arrival,01:20,MU2803,China Eastern,4h 35m,21:45 - 01:20,"1704 miles, 2742 km",Airbus A320neo,158,,Meal (none specific),260315_MU2803_21450120,text,True,2026-02-14T16:11:21.305798
15/3/2026,Sunday,BKK,arrival,01:25,BR61,EVA Air,3h 55m,22:30 - 01:25,"1554 miles, 2500 km",Boeing 787-10,342,AI 7061 /TG 6313 /TK 9473,Meal (none specific),260315_BR61_22300125,text,True,2026-02-14T16:11:21.542743
15/3/2026,Sunday,BKK,arrival,01:25,SC4079,Shandong Airlines,5h 20m,21:05 - 01:25,"1988 miles, 3199 km",Boeing 737-800 Passenger,167,CA 8869,Meal (none specific),260315_SC4079_21050125,text,True,2026-02-14T16:11:21.789814
15/3/2026,Sunday,BKK,arrival,01:30,CA805,Air China,4h 35m,21:55 - 01:30,"1809 miles, 2911 km",Airbus A320,158,,Meal (none specific),260315_CA805_21550130,text,True,2026-02-14T16:11:22.050854
15/3/2026,Sunday,BKK,arrival,01:30,KU413,Kuwait Airways,6h 45m,14:45 - 01:30,"3547 miles, 5707 km",Boeing 777-300ER,334,TG 4632 /A3 1182,Meal (none specific),260315_KU413_14450130,text,True,2026-02-14T16:11:22.291850
15/3/2026,Sunday,BKK,arrival,01:30,TW105,T´Way Air,6h 5m,21:25 - 01:30,"2325 miles, 3741 km",Boeing 737-800 Passenger,189,H1 5960,Meal (none specific),260315_TW105_21250130,text,True,2026-02-14T16:11:22.518565
15/3/2026,Sunday,BKK,arrival,01:35,CI837,China Airlines,4h 5m,22:30 - 01:35,"1554 miles, 2500 km",Airbus A321neo,185,PG 4906,Meal (none specific),260315_CI837_22300135,text,True,2026-02-14T16:11:22.756000
15/3/2026,Sunday,BKK,arrival,01:40,CZ8157,China Southern,3h 5m,23:35 - 01:40,"1062 miles, 1709 km",Airbus A320neo,166,,Meal (none specific),260315_CZ8157_23350140,text,True,2026-02-14T16:11:22.997737
15/3/2026,Sunday,BKK,arrival,01:50,CZ3079,China Southern,4h 25m,22:25 - 01:50,"1675 miles, 2695 km",Boeing 737-800 Passenger,172,,Meal (none specific),260315_CZ3079_22250150,text,True,2026-02-14T16:11:23.251726
15/3/2026,Sunday,BKK,arrival,01:55,FM841,Shanghai Airlines,4h 35m,22:20 - 01:55,"1809 miles, 2911 km",Boeing 737 Mixed Configuration,76,MU 8607,Meal (none specific),260315_FM841_22200155,text,True,2026-02-14T16:11:23.502753
15/3/2026,Sunday,BKK,arrival,02:05,MU2077,China Eastern,3h 0m,00:05 - 02:05,"1066 miles, 1715 km",Boeing 737-200 Mixed Configuration,75,,Meal (none specific),260315_MU2077_00050205,text,True,2026-02-14T16:11:23.752857
15/3/2026,Sunday,BKK,arrival,02:15,ZH305,Shenzhen Airlines,2h 55m,00:20 - 02:15,"1062 miles, 1709 km",Airbus A320,162,CA 7979 /TG 6455,Meal (none specific),260315_ZH305_00200215,text,True,2026-02-14T16:11:23.996401
15/3/2026,Sunday,BKK,arrival,02:20,CA715,Air China,4h 20m,23:00 - 02:20,"1706 miles, 2745 km",Airbus A320,158,SC 131,Meal (none specific),260315_CA715_23000220,text,True,2026-02-14T16:11:24.226728
15/3/2026,Sunday,BKK,arrival,02:35,5J931,Cebu Pacific,3h 50m,23:45 - 02:35,"1366 miles, 2198 km",Airbus A330-900neo,459,,Meal (none specific),260315_5J931_23450235,text,True,2026-02-14T16:11:24.467738
15/3/2026,Sunday,BKK,arrival,04:05,FM847,Shanghai Airlines,4h 50m,00:15 - 04:05,"1809 miles, 2911 km",Boeing 737 Mixed Configuration,76,MU 8653,Meal (none specific),260315_FM847_00150405,text,True,2026-02-14T16:11:24.708792
15/3/2026,Sunday,BKK,arrival,04:20,TK58,Turkish Airlines,8h 50m,15:30 - 04:20,"4694 miles, 7553 km",Boeing 787-9,300,TG 7548,Meal (none specific),260315_TK58_15300420,text,True,2026-02-14T16:11:24.948738
15/3/2026,Sunday,BKK,arrival,04:50,6E1911,IndiGo,2h 45m,00:35 - 04:50,"1022 miles, 1644 km",Airbus A320neo,180,,Meal (none specific),260315_6E1911_00350450,text,True,2026-02-14T16:11:25.190928
15/3/2026,Sunday,BKK,arrival,05:00,JL727,JAL,6h 15m,00:45 - 05:00,"2599 miles, 4182 km",Boeing 787-8,211,UL 3345 /PG 4170 /AS 7341 /HA 5378 /6E 3810,Meal (none specific),260315_JL727_00450500,text,True,2026-02-14T16:11:25.432014
15/3/2026,Sunday,BKK,arrival,05:05,JL33,JAL,6h 55m,00:10 - 05:05,"2867 miles, 4613 km",Boeing 787-9,210,AA 8485 /AS 7337 /HA 5004 /PG 4152 /UL 3357 /6E 3807 /KC 1033,Meal (none specific),260315_JL33_00100505,text,True,2026-02-14T16:11:25.682924
15/3/2026,Sunday,BKK,arrival,05:05,TG318,Thai Airways,4h 15m,23:20 - 05:05,"1894 miles, 3047 km",Airbus A330-300,281,AC 7447 /BR 3408 /NH 5950 /OZ 6775,Meal (none specific),260315_TG318_23200505,text,True,2026-02-14T16:11:25.925750
15/3/2026,Sunday,BKK,arrival,05:10,NH849,ANA,7h 5m,00:05 - 05:10,"2867 miles, 4613 km",Boeing 787-9,249,UA 8003 /AC 6273 /TG 6106,Meal (none specific),260315_NH849_00050510,text,True,2026-02-14T16:11:26.157539
15/3/2026,Sunday,BKK,arrival,05:10,TG310,Thai Airways,3h 30m,00:25 - 05:10,"1393 miles, 2241 km",Airbus A330-300,281,,Meal (none specific),260315_TG310_00250510,text,True,2026-02-14T16:11:26.387971
15/3/2026,Sunday,BKK,arrival,05:20,TG901,Thai Airways,8h 50m,16:30 - 05:20,"4694 miles, 7553 km",Airbus A350-900,327,TK 4521,Meal (none specific),260315_TG901_16300520,text,True,2026-02-14T16:11:26.622825
15/3/2026,Sunday,BKK,arrival,05:25,TG661,Thai Airways,7h 5m,00:20 - 05:25,"2867 miles, 4613 km",Airbus A350-900,327,NH 5965,Meal (none specific),260315_TG661_00200525,text,True,2026-02-14T16:11:26.871025
15/3/2026,Sunday,BKK,arrival,05:30,TG340,Thai Airways,2h 30m,02:00 - 05:30,"979 miles, 1575 km",Airbus A320,156,AC 7423 /PG 4824,Meal (none specific),260315_TG340_02000530,text,True,2026-02-14T16:11:27.116313
15/3/2026,Sunday,BKK,arrival,05:30,VZ3719,Vietjet Thailand,5h 15m,01:15 - 05:30,"2034 miles, 3273 km",Airbus A320,180,,Meal (none specific),260315_VZ3719_01150530,text,True,2026-02-14T16:11:27.347854
15/3/2026,Sunday,BKK,arrival,05:35,VZ751,Vietjet Thailand,4h 10m,23:55 - 05:35,"1961 miles, 3155 km",Airbus A320,180,,Meal (none specific),260315_VZ751_23550535,text,True,2026-02-14T16:11:27.573825
15/3/2026,Sunday,BKK,arrival,05:40,TG462,Thai Airways,9h 10m,00:30 - 05:40,"4581 miles, 7371 km",Airbus A350-900,327,GF 6362 /LY 8416 /TK 8005 /WY 5907,Meal (none specific),260315_TG462_00300540,text,True,2026-02-14T16:11:27.816543
15/3/2026,Sunday,BKK,arrival,05:45,TG961,Thai Airways,10h 45m,13:00 - 05:45,"5183 miles, 8339 km",Airbus A350-900,327,AC 7456,Meal (none specific),260315_TG961_13000545,text,True,2026-02-14T16:11:28.044535
15/3/2026,Sunday,BKK,arrival,05:50,TG314,Thai Airways,2h 25m,01:55 - 05:50,"1022 miles, 1644 km",Airbus A320,156,AC 7434 /NH 5948,Meal (none specific),260315_TG314_01550550,text,True,2026-02-14T16:11:28.287695
15/3/2026,Sunday,BKK,arrival,05:55,TG338,Thai Airways,3h 25m,01:00 - 05:55,"1390 miles, 2237 km",Airbus A330-300,281,AC 7446 /NH 5978 /OZ 6777,Meal (none specific),260315_TG338_01000555,text,True,2026-02-14T16:11:28.516028
15/3/2026,Sunday,BKK,arrival,05:55,TG941,Thai Airways,10h 50m,13:05 - 05:55,"5673 miles, 9128 km",Boeing 787-9,293,TP 8375,Meal (none specific),260315_TG941_13050555,text,True,2026-02-14T16:11:28.747704
15/3/2026,Sunday,BKK,arrival,06:00,TG931,Thai Airways,11h 30m,12:30 - 06:00,"5903 miles, 9498 km",Boeing 777-300ER,339,,Meal (none specific),260315_TG931_12300600,text,True,2026-02-14T16:11:28.985552
15/3/2026,Sunday,BKK,arrival,06:05,AY141,Finnair,11h 15m,13:50 - 06:05,"4941 miles, 7950 km",Airbus A350-900,300,,Meal (none specific),260315_AY141_13500605,text,True,2026-02-14T16:11:29.227921
15/3/2026,Sunday,BKK,arrival,06:05,TG316,Thai Airways,4h 15m,00:20 - 06:05,"1842 miles, 2964 km",Boeing 777-300ER,339,AC 7440 /NH 5944,Meal (none specific),260315_TG316_00200605,text,True,2026-02-14T16:11:29.466754
15/3/2026,Sunday,BKK,arrival,06:10,TG935,Thai Airways,11h 0m,13:10 - 06:10,"5787 miles, 9311 km",Boeing 787-8,256,TP 8369,Meal (none specific),260315_TG935_13100610,text,True,2026-02-14T16:11:29.719552
15/3/2026,Sunday,BKK,arrival,06:10,TG308,Thai Airways,3h 40m,01:00 - 06:10,"1494 miles, 2404 km",Airbus A320,156,AC 7442 /OZ 6779,Meal (none specific),260315_TG308_01000610,text,True,2026-02-14T16:11:29.955581
15/3/2026,Sunday,BKK,arrival,06:10,TG342,Thai Airways,4h 35m,23:35 - 06:10,"2328 miles, 3746 km",Boeing 787-8,256,AC 7414,Meal (none specific),260315_TG342_23350610,text,True,2026-02-14T16:11:30.199493
15/3/2026,Sunday,BKK,arrival,06:10,TG346,Thai Airways,4h 25m,23:45 - 06:10,"2085 miles, 3355 km",Airbus A350-900,327,AC 7416 /OZ 9410,Meal (none specific),260315_TG346_23450610,text,True,2026-02-14T16:11:30.431027
15/3/2026,Sunday,BKK,arrival,06:10,TG925,Thai Airways,10h 35m,13:35 - 06:10,"5498 miles, 8846 km",Airbus A350-900,327,TP 8395,Meal (none specific),260315_TG925_13350610,text,True,2026-02-14T16:11:30.658780
15/3/2026,Sunday,BKK,arrival,06:10,TG971,Thai Airways,10h 55m,13:15 - 06:10,"5657 miles, 9102 km",Boeing 777-300ER,339,AC 7405 /LX 4300,Meal (none specific),260315_TG971_13150610,text,True,2026-02-14T16:11:30.885732
15/3/2026,Sunday,BKK,arrival,06:15,QR830,Qatar Airways,6h 35m,19:40 - 06:15,"3299 miles, 5308 km",Airbus A350-1000,354,J2 6830 /BA 6332 /WB 1577 /JU 8315 /B6 6511 /AA 8271 /AS 5770 /IB 6250,Meal (none specific),260315_QR830_19400615,text,True,2026-02-14T16:11:31.113117
15/3/2026,Sunday,BKK,arrival,06:15,TG350,Thai Airways,4h 45m,23:30 - 06:15,"2237 miles, 3599 km",Airbus A350-900,327,AC 7418,Meal (none specific),260315_TG350_23300615,text,True,2026-02-14T16:11:31.353677
15/3/2026,Sunday,BKK,arrival,06:15,TG911,Thai Airways,11h 25m,11:50 - 06:15,"5984 miles, 9628 km",Boeing 777-300ER,339,AC 7402,Meal (none specific),260315_TG911_11500615,text,True,2026-02-14T16:11:31.584750
15/3/2026,Sunday,BKK,arrival,06:20,TG951,Thai Airways,10h 30m,13:50 - 06:20,"5396 miles, 8682 km",Boeing 777-300ER,339,AC 7454 /TP 8371,Meal (none specific),260315_TG951_13500620,text,True,2026-02-14T16:11:31.818869
15/3/2026,Sunday,BKK,arrival,06:20,TG955,Thai Airways,11h 0m,13:20 - 06:20,"5418 miles, 8718 km",Airbus A350-900,327,,Meal (none specific),260315_TG955_13200620,text,True,2026-02-14T16:11:32.058752
15/3/2026,Sunday,BKK,arrival,06:20,UL402,SriLankan Airlines,3h 35m,01:15 - 06:20,"1494 miles, 2404 km",Airbus A320,143,AY 6646 /QF 4198 /JL 5705 /8M 5402,Meal (none specific),260315_UL402_01150620,text,True,2026-02-14T16:11:32.287663
15/3/2026,Sunday,BKK,arrival,06:25,TG326,Thai Airways,3h 45m,01:10 - 06:25,"1556 miles, 2504 km",Airbus A350-900,327,AC 7432 /NH 5972,Meal (none specific),260315_TG326_01100625,text,True,2026-02-14T16:11:32.517398
15/3/2026,Sunday,BKK,arrival,06:25,TG921,Thai Airways,10h 40m,13:45 - 06:25,"5623 miles, 9047 km",Boeing 777-300ER,339,AC 7403 /TP 8383,Meal (none specific),260315_TG921_13450625,text,True,2026-02-14T16:11:32.751930
15/3/2026,Sunday,BKK,arrival,06:30,NH877,ANA,7h 5m,01:25 - 06:30,"2867 miles, 4613 km",Boeing 787-8,324,TG 6102,Meal (none specific),260315_NH877_01250630,text,True,2026-02-14T16:11:32.985978
15/3/2026,Sunday,BKK,arrival,06:30,TG330,Thai Airways,3h 30m,01:30 - 06:30,"1516 miles, 2439 km",Airbus A330-300,281,AC 7444 /NH 5988,Meal (none specific),260315_TG330_01300630,text,True,2026-02-14T16:11:33.215783
15/3/2026,Sunday,BKK,arrival,06:30,VZ3525,Vietjet Thailand,5h 0m,02:30 - 06:30,"1809 miles, 2911 km",Airbus A320,180,,Meal (none specific),260315_VZ3525_02300630,text,True,2026-02-14T16:11:33.449637
15/3/2026,Sunday,BKK,arrival,06:40,QR838,Qatar Airways,6h 35m,20:05 - 06:40,"3299 miles, 5308 km",Boeing 787-9,311,JU 8320 /WB 1579 /AA 8146 /AS 5772 /B6 6622 /BA 2310 /IB 6363 /J2 6838,Meal (none specific),260315_QR838_20050640,text,True,2026-02-14T16:11:33.721626
15/3/2026,Sunday,BKK,arrival,06:40,VZ761,Vietjet Thailand,4h 15m,00:55 - 06:40,"1894 miles, 3047 km",Airbus A320,180,,Meal (none specific),260315_VZ761_00550640,text,True,2026-02-14T16:11:33.948852
15/3/2026,Sunday,BKK,arrival,06:45,WY817,Oman Air,5h 40m,22:05 - 06:45,"2868 miles, 4615 km",Boeing 787-9,281,GA 8988 /OV 8117 /TG 7522,Meal (none specific),260315_WY817_22050645,text,True,2026-02-14T16:11:34.182626
15/3/2026,Sunday,BKK,arrival,06:50,TG344,Thai Airways,4h 15m,01:05 - 06:50,"1961 miles, 3155 km",Airbus A320,156,,Meal (none specific),260315_TG344_01050650,text,True,2026-02-14T16:11:34.421910
15/3/2026,Sunday,BKK,arrival,07:10,EY402,Etihad,6h 15m,21:55 - 07:10,"3103 miles, 4993 km",Boeing 777-300ER,373,GA 9036 /MS 8128 /PG 4011 /UX 2729 /VN 3724,Meal (none specific),260315_EY402_21550710,text,True,2026-02-14T16:11:34.658755
15/3/2026,Sunday,BKK,arrival,07:10,G9821,Air Arabia,6h 15m,21:55 - 07:10,"3055 miles, 4915 km",Airbus A321,176,,Meal (none specific),260315_G9821_21550710,text,True,2026-02-14T16:11:34.884771
15/3/2026,Sunday,BKK,arrival,07:10,N091,Norse,11h 50m,13:20 - 07:10,"5418 miles, 8718 km",Boeing 787-9,338,A1 5921,Meal (none specific),260315_N091_13200710,text,True,2026-02-14T16:11:35.116185
15/3/2026,Sunday,BKK,arrival,07:25,HY531,Uzbekistan Airways,6h 10m,23:15 - 07:25,"2698 miles, 4341 km",Airbus A321neo,188,,Meal (none specific),260315_HY531_23150725,text,True,2026-02-14T16:11:35.352636
15/3/2026,Sunday,BKK,arrival,07:30,AF196,Air France,11h 20m,14:10 - 07:30,"5903 miles, 9498 km",Boeing 777-200 / 200ER,328,KL 2404 /SK 9971,Meal (none specific),260315_AF196_14100730,text,True,2026-02-14T16:11:35.596720
15/3/2026,Sunday,BKK,arrival,07:35,EK374,Emirates,6h 0m,22:35 - 07:35,"3064 miles, 4930 km",Airbus A380-800 Passenger,510,DE 5911 /QF 8374,Meal (none specific),260315_EK374_22350735,text,True,2026-02-14T16:11:35.845880
15/3/2026,Sunday,BKK,arrival,07:50,AI2336,Air India,4h 20m,02:00 - 07:50,"1842 miles, 2964 km",Airbus A320neo,165,,Meal (none specific),260315_AI2336_02000750,text,True,2026-02-14T16:11:36.081101
15/3/2026,Sunday,BKK,arrival,07:55,VZ2105,Vietjet Thailand,1h 20m,06:35 - 07:55,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ2105_06350755,text,True,2026-02-14T16:11:36.318888
15/3/2026,Sunday,BKK,arrival,08:10,AZ758,ITA Airways,11h 0m,15:10 - 08:10,"5546 miles, 8924 km",Airbus A330-900neo,278,LH 5232 /VN 3654,Meal (none specific),260315_AZ758_15100810,text,True,2026-02-14T16:11:36.555786
15/3/2026,Sunday,BKK,arrival,08:15,PG102,Bangkok Airways,1h 15m,07:00 - 08:15,"290 miles, 467 km",Airbus A319,133,AY 6288 /BR 3890 /CI 9741 /CX 6538 /EK 4403 /EY 7765 /HX 3846 /JL 5992 /KC 1102 /KL 3729 /MH 4980 /PR 3703 /SQ 5420 /TG 5903 /TK 4434 /VN 3760,Meal (none specific),260315_PG102_07000815,text,True,2026-02-14T16:11:36.796961
15/3/2026,Sunday,BKK,arrival,08:15,TR608,Scoot,2h 35m,06:40 - 08:15,"884 miles, 1422 km",Boeing 787-8,331,SQ 8614,Meal (none specific),260315_TR608_06400815,text,True,2026-02-14T16:11:37.037658
15/3/2026,Sunday,BKK,arrival,08:20,SU270,Aeroflot,9h 5m,19:15 - 08:20,"4439 miles, 7142 km",Boeing 777-300ER,403,,Meal (none specific),260315_SU270_19150820,text,True,2026-02-14T16:11:37.270909
15/3/2026,Sunday,BKK,arrival,08:25,SQ706,Singapore Airlines,2h 25m,07:00 - 08:25,"884 miles, 1422 km",Airbus A350-900,259,LX 9066 /NZ 3446 /PG 4702 /VA 5716,Meal (none specific),260315_SQ706_07000825,text,True,2026-02-14T16:11:37.503618
15/3/2026,Sunday,BKK,arrival,08:25,TG352,Thai Airways,4h 15m,02:40 - 08:25,"1894 miles, 3047 km",Airbus A320,156,,Meal (none specific),260315_TG352_02400825,text,True,2026-02-14T16:11:37.747714
15/3/2026,Sunday,BKK,arrival,08:35,UB19,Myanmar National Airlines,1h 25m,06:40 - 08:35,"381 miles, 613 km",Boeing 737-800 Passenger,167,,Meal (none specific),260315_UB19_06400835,text,True,2026-02-14T16:11:37.989742
15/3/2026,Sunday,BKK,arrival,08:40,TK64,Turkish Airlines,8h 55m,19:45 - 08:40,"4694 miles, 7553 km",Boeing 787-9,300,TG 7542,Meal (none specific),260315_TK64_19450840,text,True,2026-02-14T16:11:38.227906
15/3/2026,Sunday,BKK,arrival,08:50,PG110,Bangkok Airways,1h 35m,07:15 - 08:50,"290 miles, 467 km",ATR 42 / ATR 72,70,BR 3882 /CI 9610 /EY 7753 /PR 3746 /SQ 5430 /TG 5915,Meal (none specific),260315_PG110_07150850,text,True,2026-02-14T16:11:38.463333
15/3/2026,Sunday,BKK,arrival,08:50,TG426,Thai Airways,1h 45m,08:05 - 08:50,"583 miles, 938 km",Airbus A320,156,MH 5587 /OS 8614 /TK 8162,Meal (none specific),260315_TG426_08050850,text,True,2026-02-14T16:11:38.711782
15/3/2026,Sunday,BKK,arrival,08:55,KC931,Air Astana,6h 40m,00:15 - 08:55,"2499 miles, 4021 km",Airbus A321neo,169,JL 4784 /CX 6235,Meal (none specific),260315_KC931_00150855,text,True,2026-02-14T16:11:38.941010
15/3/2026,Sunday,BKK,arrival,09:00,TG332,Thai Airways,Duration: 4h 0m,03:30 - 09:00,"1842 miles, 2964 km",Airbus A321neo,176,NH 5592,Meal (none specific),260315_TG332_03300900,text,True,2026-02-14T16:11:43.537859
15/3/2026,Sunday,BKK,arrival,09:10,6E1055,IndiGo,Duration: 3h 55m,03:45 - 09:10,"1556 miles, 2504 km",Airbus A321neo,232,,Meal (none specific),260315_6E1055_03450910,text,True,2026-02-14T16:11:43.785572
15/3/2026,Sunday,BKK,arrival,09:10,PG104,Bangkok Airways,Duration: 1h 15m,07:55 - 09:10,"290 miles, 467 km",Airbus A319,133,AY 6278 /BR 3892 /CI 9722 /CX 6542 /EK 4405 /EY 7766 /HX 3848 /KC 1104 /KL 3753 /MH 4914 /PR 3745 /SQ 5388 /TG 5905 /TK 4435 /VN 3914,Meal (none specific),260315_PG104_07550910,text,True,2026-02-14T16:11:44.036607
15/3/2026,Sunday,BKK,arrival,09:15,8M335,MAI,Duration: 1h 20m,07:25 - 09:15,"381 miles, 613 km",Airbus A320,180,UL 3307,Meal (none specific),260315_8M335_07250915,text,True,2026-02-14T16:11:44.297931
15/3/2026,Sunday,BKK,arrival,09:15,AF198,Air France,Duration: 11h 10m,16:05 - 09:15,"5903 miles, 9498 km",Airbus A350-900,306,KL 2152 /QF 4225 /SK 9970,Meal (none specific),260315_AF198_16050915,text,True,2026-02-14T16:11:44.534636
15/3/2026,Sunday,BKK,arrival,09:15,VZ331,Vietjet Thailand,Duration: 1h 15m,08:00 - 09:15,"361 miles, 581 km",Airbus A320,180,,Meal (none specific),260315_VZ331_08000915,text,True,2026-02-14T16:11:44.780039
15/3/2026,Sunday,BKK,arrival,09:20,GF152,Gulf Air,Duration: 6h 35m,22:45 - 09:20,"3365 miles, 5414 km",Boeing 787-9,282,TG 4654,Meal (none specific),260315_GF152_22450920,text,True,2026-02-14T16:11:45.033074
15/3/2026,Sunday,BKK,arrival,09:20,PG270,Bangkok Airways,Duration: 1h 35m,07:45 - 09:20,"420 miles, 676 km",Airbus A319,133,AF 4378 /AY 6286 /BR 3912 /CI 9720 /EY 7750 /HX 3838 /KC 1270 /KL 3724 /LX 4163 /MH 4930 /PR 3728 /QR 4437 /TG 5640 /VN 3984,Meal (none specific),260315_PG270_07450920,text,True,2026-02-14T16:11:45.265733
15/3/2026,Sunday,BKK,arrival,09:25,TG41,Thai Airways,Duration: 1h 0m,08:25 - 09:25,"236 miles, 380 km",Airbus A320,156,MH 5871,Meal (none specific),260315_TG41_08250925,text,True,2026-02-14T16:11:45.497577
15/3/2026,Sunday,BKK,arrival,09:30,K6722,Air Cambodia,Duration: 1h 10m,08:20 - 09:30,"325 miles, 523 km",Airbus A321,184,,Meal (none specific),260315_K6722_08200930,text,True,2026-02-14T16:11:45.743661
15/3/2026,Sunday,BKK,arrival,09:35,NX996,Air Macau,Duration: 2h 55m,07:40 - 09:35,"1032 miles, 1660 km",Airbus A321,179,,Meal (none specific),260315_NX996_07400935,text,True,2026-02-14T16:11:45.984534
15/3/2026,Sunday,BKK,arrival,09:35,TG402,Thai Airways,Duration: 2h 20m,08:15 - 09:35,"884 miles, 1422 km",Boeing 777-200 / 200ER,292,KU 6932 /PG 4802,Meal (none specific),260315_TG402_08150935,text,True,2026-02-14T16:11:46.230029
15/3/2026,Sunday,BKK,arrival,09:35,TG3,Thai Airways,Duration: 1h 5m,08:30 - 09:35,"291 miles, 468 km",Airbus A320,156,MH 5858,Meal (none specific),260315_TG3_08300935,text,True,2026-02-14T16:11:46.475558
15/3/2026,Sunday,BKK,arrival,09:40,QV633,Lao Airlines,Duration: 2h 0m,07:40 - 09:40,"441 miles, 710 km",ATR 42 / ATR 72,70,,Meal (none specific),260315_QV633_07400940,text,True,2026-02-14T16:11:46.719756
15/3/2026,Sunday,BKK,arrival,09:40,TG603,Thai Airways,Duration: 2h 45m,07:55 - 09:40,"1055 miles, 1697 km",Airbus A321neo,176,,Meal (none specific),260315_TG603_07550940,text,True,2026-02-14T16:11:46.958975
